------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
              0.5005,          6256.039125
               0.501,          6163.191561
              0.5015,          6193.578581
               0.502,          6096.363905
              0.5025,           6165.46562
               0.503,          6144.412882
              0.5035,          6329.213561
               0.504,          6414.610312
              0.5045,          6422.023778
               0.505,          6478.270677
              0.5055,          6625.302536
               0.506,          6597.018971
              0.5065,          6729.333463
               0.507,          6778.679039
              0.5075,          6782.314758
               0.508,          6837.457216
              0.5085,          7027.128617
               0.509,          6959.563348
              0.5095,          6653.564071
                0.51,          6660.421916
              0.5105,          6635.363673
               0.511,          6592.439405
              0.5115,          6692.236247
               0.512,          6582.176394
              0.5125,          6584.504182
               0.513,           6710.55155
              0.5135,          6785.250938
               0.514,          6845.111914
              0.5145,          7048.571821
               0.515,          7087.666466
              0.5155,          7087.529514
               0.516,          7095.647145
              0.5165,          7284.138192
               0.517,          7111.544867
              0.5175,          7059.554397
               0.518,          7007.812649
              0.5185,          7032.167914
               0.519,          7022.146769
              0.5195,          6949.714331
                0.52,          7107.934968
              0.5205,          7068.497161
               0.521,          7124.138235
              0.5215,          7341.273761
               0.522,          7498.113076
              0.5225,           7610.38548
               0.523,          7457.572167
              0.5235,           7369.99208
               0.524,          7274.648036
              0.5245,          7207.253869
               0.525,          7239.478524
              0.5255,          7271.292983
               0.526,          7228.019002
              0.5265,          7274.206533
               0.527,          7374.929526
              0.5275,          7475.585616
               0.528,          7569.632287
              0.5285,          7580.818933
               0.529,          7531.738324
              0.5295,          7613.086499
                0.53,          7567.580513
              0.5305,          7524.851147
               0.531,          7477.516985
              0.5315,          7683.531832
               0.532,          7633.221289
              0.5325,          7667.028407
               0.533,          7682.409104
              0.5335,          7571.773558
               0.534,          7450.289556
              0.5345,          7440.011942
               0.535,          7404.912781
              0.5355,          7267.527212
               0.536,          7270.306305
              0.5365,          7334.221934
               0.537,          7235.980974
              0.5375,          7110.083801
               0.538,          7052.786453
              0.5385,          6937.749623
               0.539,          7005.880481
              0.5395,          7010.718839
                0.54,          6928.297342
              0.5405,          7041.143354
               0.541,          7021.323573
              0.5415,          6828.326649
               0.542,          6856.815471
              0.5425,          6922.885304
               0.543,          6920.752853
              0.5435,          6844.667388
               0.544,          6746.656831
              0.5445,          6763.683089
               0.545,          6842.263523
              0.5455,          6811.883251
               0.546,          6819.635025
              0.5465,          6676.186533
               0.547,           6676.02481
              0.5475,          6573.684494
               0.548,           6584.90818
              0.5485,          6646.540783
               0.549,          6634.813523
              0.5495,           6648.70584
                0.55,          6583.188938
              0.5505,          6590.555119
               0.551,          6668.810574
              0.5515,          6702.239916
               0.552,           6646.37041
              0.5525,          6632.199054
               0.553,          6674.948903
              0.5535,          6809.323675
               0.554,          6799.589582
              0.5545,          6940.832422
