------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
                   8,          2764.009688
                8.01,          2365.192589
                8.02,          1907.377503
                8.03,          2681.521797
                8.04,          2778.326055
                8.05,          1909.145665
                8.06,          1602.680548
                8.07,          1469.112107
                8.08,          1852.105554
                8.09,          2139.531997
                 8.1,          1946.615069
                8.11,           1730.33278
                8.12,          1709.865942
                8.13,          1942.114201
                8.14,          2508.005696
                8.15,           2181.16106
                8.16,          1885.111379
                8.17,          2235.426283
                8.18,          2882.573012
                8.19,          3177.506855
                 8.2,          2477.458439
                8.21,          1980.611208
                8.22,          1988.277709
                8.23,          1830.258477
                8.24,           2312.33878
                8.25,          2405.891775
                8.26,          2649.100549
                8.27,          3116.948565
                8.28,          2489.976326
                8.29,          2785.661229
                 8.3,          2566.660012
                8.31,          2759.449454
                8.32,          3053.847096
                8.33,          3076.461577
                8.34,          2292.093985
                8.35,          2643.698601
                8.36,          3208.628909
                8.37,          2974.777176
                8.38,          2962.311802
                8.39,          2571.812665
                 8.4,          2933.365135
                8.41,          3167.852351
                8.42,          4043.356189
                8.43,          3986.859192
                8.44,          3591.636957
                8.45,          2977.622674
                8.46,          3452.188906
                8.47,           3624.29195
                8.48,          3716.352305
                8.49,          4419.237662
                 8.5,          4431.149003
                8.51,          4268.965607
                8.52,           3904.25289
                8.53,          4044.611211
                8.54,          4006.629177
                8.55,          3899.184061
                8.56,          4645.944685
                8.57,          4651.680491
                8.58,          4855.656918
                8.59,          4860.076951
                 8.6,          4665.167809
                8.61,          5247.909331
                8.62,          4646.419487
                8.63,          4464.834094
                8.64,          4072.313977
                8.65,           3659.10721
                8.66,          3591.854922
                8.67,           2863.84125
                8.68,          3152.762781
                8.69,          3188.024598
                 8.7,          3265.220851
                8.71,          3533.721356
                8.72,          4068.234022
                8.73,          3352.728534
                8.74,          2997.511072
                8.75,          3357.830719
                8.76,           2941.05453
                8.77,          2637.319085
                8.78,           2662.71649
                8.79,          2581.127968
                 8.8,          2996.436466
                8.81,            2411.9403
                8.82,          2212.861964
                8.83,          2028.034726
                8.84,          1754.410964
                8.85,          1147.753444
                8.86,           995.432505
                8.87,          1586.047025
                8.88,          1349.363547
                8.89,          1881.987029
                 8.9,          1714.505505
                8.91,          2506.087296
                8.92,          3235.497457
                8.93,          2938.628758
                8.94,          2154.617312
                8.95,          2229.361959
                8.96,          2403.968596
                8.97,          2577.515036
                8.98,          2746.743298
                8.99,          2738.952955
                   9,          2267.428461
                9.01,           2314.43376
                9.02,          2277.617124
                9.03,          2396.343233
                9.04,          2695.106571
                9.05,          3448.744289
                9.06,          3097.332414
                9.07,          2861.675579
                9.08,          2851.605123
                9.09,          2472.306964
                 9.1,          3365.761345
                9.11,          2832.929156
                9.12,          2390.295744
                9.13,           2542.30642
                9.14,          2233.826631
                9.15,           2755.79604
                9.16,          2846.962241
                9.17,          2807.570777
                9.18,          2744.214593
                9.19,          2404.342034
                 9.2,          2248.472887
                9.21,          2639.625702
                9.22,           2488.30979
                9.23,          2095.465554
                9.24,          1931.576337
                9.25,          2300.292811
                9.26,          1667.009537
                9.27,          2193.447639
                9.28,          1747.277626
                9.29,           725.480582
                 9.3,          1567.537109
                9.31,           2018.32529
                9.32,          1566.013499
                9.33,          1701.170666
                9.34,           1747.38545
                9.35,          1367.453376
                9.36,          1287.954304
                9.37,          1183.498439
                9.38,          1182.762671
                9.39,           951.681319
                 9.4,           964.080658
                9.41,          1097.830796
                9.42,          1302.017089
                9.43,          2445.578856
                9.44,          2885.800833
                9.45,          2356.755657
                9.46,          2067.359812
                9.47,          2133.555758
                9.48,           1824.48176
                9.49,          1595.247272
                 9.5,          1891.389607
                9.51,          2338.172901
                9.52,          3196.901297
                9.53,          2419.935804
                9.54,          2757.115626
                9.55,          1563.720401
                9.56,          1697.668001
                9.57,          1656.652177
                9.58,          1738.177487
                9.59,          1910.599563
                 9.6,          2490.176733
                9.61,          2545.712639
                9.62,          3457.572633
                9.63,          3104.235841
                9.64,          3357.547344
                9.65,          3781.443072
                9.66,          3498.961484
                9.67,          2518.463411
                9.68,          3141.930759
                9.69,          2844.218333
                 9.7,          3078.581998
                9.71,          3151.654365
                9.72,          2728.826821
                9.73,          1878.349739
                9.74,          2345.201002
                9.75,          1715.034471
                9.76,          1260.213232
                9.77,          1465.649553
                9.78,          1166.096269
                9.79,           524.317428
                 9.8,          1565.122502
                9.81,           1503.93356
                9.82,           1739.24467
                9.83,          2043.651079
                9.84,          2141.855885
                9.85,          2401.023731
                9.86,          2772.640159
                9.87,          2688.491846
                9.88,          3125.708018
                9.89,          3289.147927
                 9.9,          3360.387316
                9.91,          3559.852012
                9.92,          3377.876697
                9.93,          3107.963932
                9.94,          2788.022288
                9.95,          2644.196218
                9.96,          2808.324116
                9.97,          2654.818789
                9.98,           2024.04171
                9.99,          2540.026803
                  10,          2673.882909
               10.01,          2372.970687
               10.02,          2673.192816
               10.03,          3097.482534
               10.04,          3039.653248
               10.05,          3644.498977
               10.06,          3566.305623
               10.07,          3006.618408
               10.08,          2387.037767
               10.09,          2368.467263
                10.1,          2239.362628
               10.11,          1887.543849
               10.12,          2145.714153
               10.13,          1579.599346
               10.14,          2050.412443
               10.15,          2227.060498
               10.16,          1746.301068
               10.17,           1885.27282
               10.18,          1809.171017
               10.19,          1700.266404
                10.2,          1457.982038
               10.21,           1265.81923
               10.22,            729.44272
               10.23,           846.723646
               10.24,           989.595418
               10.25,          1787.813995
               10.26,          1966.156985
               10.27,          1734.891828
               10.28,          1434.549735
               10.29,          1302.753638
                10.3,          1079.974289
               10.31,           622.259519
               10.32,           795.978713
               10.33,           794.668501
               10.34,           917.026056
               10.35,          1065.006249
               10.36,           640.772205
               10.37,          1404.757509
               10.38,          1451.608163
               10.39,          1631.911306
                10.4,          1761.634563
               10.41,          1190.949965
               10.42,           915.205149
               10.43,          1578.379707
               10.44,           820.561298
               10.45,          1303.078798
